"X","gender","d_age","samerace","pref_o_attractive","pref_o_sincere","pref_o_intelligence","attractive_o","sinsere_o","intelligence_o","attractive_important","sincere_important","intellicence_important","attractive","sincere","intelligence","attractive_partner","intelligence_partner","sincere_partner","interests_correlate","like","guess_prob_liked","decision","decision_o","match"
4320,"M",6,0,3,3,3,2,2,7,4,5,1,7,10,5,7,7,7,0.01,6,6,1,0,0
4321,"M",4,1,3,4,2,3,7,7,4,5,1,7,10,5,9,9,9,0.01,9,8,1,0,0
4322,"M",2,0,4,3,3,5,5,6,4,5,1,7,10,5,9,9,9,0.01,9,7,1,0,0
4323,"M",2,0,3,2,4,6,8,8,4,5,1,7,10,5,8,8,8,0.25,8,7,1,0,0
4324,"M",1,1,2,2,2,4,6,5,4,5,1,7,10,5,7,7,7,0.03,6,5,1,0,0
4325,"M",1,0,2,2,5,4,4,4,4,5,1,7,10,5,9,8,6,-0.17,8.5,7,1,0,0
4326,"M",3,0,3,3,3,2,2,6,4,5,1,7,10,5,10,9,7,0.42,8,6,1,0,0
4327,"M",1,0,1,3,3,1,6,5,3,3,2,5,8,7,4,5,6,0.34,5,3,0,0,0
4328,"M",6,0,3,4,2,5,5,6,3,3,2,5,8,7,3,6,6,0.29,4,2,0,1,0
4329,"M",5,1,3,1,3,5,9,8,3,3,2,5,8,7,5,7,5,0.38,5,5,0,0,0
4330,"M",1,0,2,2,2,6,6,6,3,3,2,5,8,7,5,3,7,-0.02,5,5,0,0,0
4331,"M",3,0,2,3,3,6,7,7,3,3,2,5,8,7,6,6,6,-0.22,6,3,1,0,0
4332,"M",3,1,3,2,4,4,5,6,3,3,2,5,8,7,4,6,5,0.59,5,2,0,0,0
4333,"M",2,0,1,4,3,6,5,9,3,3,2,5,8,7,5,5,6,0.54,4,2,0,0,0
4334,"M",2,1,2,2,2,7,7,7,3,3,2,5,8,7,4,5,5,0.47,4,3,0,0,0
4335,"M",0,0,2,3,2,8,8,8,3,3,2,5,8,7,4,5,6,0.65,5,3,0,1,0
4336,"M",1,0,2,3,3,7,6,7,3,3,2,5,8,7,4,6,6,0.59,5,3,0,1,0
4337,"M",2,1,2,5,3,9,8,7,3,3,2,5,8,7,4,7,7,0.6,6,4,0,0,0
4338,"M",1,0,3,3,3,5,10,9,3,3,2,5,8,7,6,7,5,0.18,7,4,1,1,1
4339,"M",1,1,2,2,3,8,7,7,3,3,2,5,8,7,3,5,4,0.38,4,3,0,1,0
4340,"M",5,1,2,1,5,6,7,7,3,3,2,5,8,7,3,5,6,0.31,3,3,0,0,0
4341,"M",1,1,3,3,3,6,8,8,3,3,2,5,8,7,7,7,6,0.43,6,3,1,1,1
4342,"M",1,0,3,4,2,5,5,6,3,3,2,5,8,7,3,3,6,-0.39,4,3,0,0,0
4343,"M",3,0,4,3,3,7,7,7,3,3,2,5,8,7,5,6,5,0.56,6,4,1,1,1
4344,"M",3,1,3,2,4,7,9,8,3,3,2,5,8,7,6,7,7,0.42,6,3,1,1,1
4345,"M",4,0,2,2,2,6,7,7,3,3,2,5,8,7,4,5,6,0.68,5,3,0,1,0
4346,"M",4,1,2,2,5,7,6,6,3,3,2,5,8,7,5,3,7,0,3,3,0,1,0
4347,"M",2,1,3,3,3,5,5,8,3,3,2,5,8,7,7,4,4,-0.07,4,3,0,0,0
4348,"M",0,0,1,3,3,2,6,6,3,4,2,4,9,10,7,6,6,0.09,5,3,0,1,0
4349,"M",5,1,3,4,2,7,7,7,3,4,2,4,9,10,2,6,3,0.13,3,2,0,1,0
4350,"M",6,0,3,1,3,5,7,6,3,4,2,4,9,10,5,8,9,0.23,8,5,1,0,0
4351,"M",2,1,2,2,2,6,7,7,3,4,2,4,9,10,7,7,4,-0.3,4,3,0,0,0
4352,"M",4,1,2,3,3,7,7,6,3,4,2,4,9,10,6,8,8,-0.13,7,6,1,1,1
4353,"M",4,0,3,2,4,5,7,7,3,4,2,4,9,10,7,6,8,0.42,7,5,1,0,0
4354,"M",3,0,1,4,3,9,6,8,3,4,2,4,9,10,7,7,6,0.42,6,3,0,1,0
4355,"M",3,0,2,2,2,7,8,7,3,4,2,4,9,10,4,7,3,0.12,5,3,0,0,0
4356,"M",1,1,2,3,2,7,7,8,3,4,2,4,9,10,5,4,3,0.53,4,2,0,1,0
4357,"M",2,1,2,3,3,6,7,7,3,4,2,4,9,10,4,6,2,0.17,3,1,0,1,0
4358,"M",1,0,2,5,3,8,8,9,3,4,2,4,9,10,6,9,9,0.5,8,7,1,0,0
4359,"M",2,0,3,3,3,6,10,9,3,4,2,4,9,10,7,8,9,0.18,8,6,1,1,1
4360,"M",2,0,2,2,3,6,8,8,3,4,2,4,9,10,8,5,8,0.32,7,4,1,0,0
4361,"M",4,0,2,1,5,6,6,6,3,4,2,4,9,10,3,5,4,0.11,3,1,0,0,0
4362,"M",0,0,3,3,3,7,9,8,3,4,2,4,9,10,8,8,9,0.27,8,7,1,1,1
4363,"M",2,1,3,4,2,5,5,5,3,4,2,4,9,10,7,5,6,-0.37,5,3,0,0,0
4364,"M",4,0,4,3,3,5,7,9,3,4,2,4,9,10,10,8,9,0.48,8,3,1,1,1
4365,"M",4,0,3,2,4,8,8,8,3,4,2,4,9,10,9,10,9,0.24,9,6,1,1,1
4366,"M",5,1,2,2,2,6,5,6,3,4,2,4,9,10,5,7,5,0.34,5,3,0,1,0
4367,"M",5,0,2,2,5,4,7,7,3,4,2,4,9,10,5,4,5,-0.37,2,1,0,1,0
4368,"M",3,0,3,3,3,6,6,7,3,4,2,4,9,10,6,4,4,-0.3,4,2,0,0,0
4369,"M",6,0,1,3,3,4,2,7,4,2,4,5,4,5,8,6,7,0.31,3,3,0,0,0
4370,"M",1,0,3,4,2,6,7,7,4,2,4,5,4,5,2,6,5,0.4,4,3,0,0,0
4371,"M",12,1,3,1,3,8,3,3,4,2,4,5,4,5,3,6,6,0.37,4,4,0,0,0
4372,"M",8,0,2,2,2,6,6,6,4,2,4,5,4,5,3,6,6,0.38,4,4,0,0,0
4373,"M",10,0,2,3,3,7,6,6,4,2,4,5,4,5,7,8,8,0.2,7,5,1,0,0
4374,"M",10,1,3,2,4,7,8,8,4,2,4,5,4,5,6,7,7,0.74,5,4,1,0,0
4375,"M",9,0,1,4,3,4,7,9,4,2,4,5,4,5,7,7,7,0.35,6,5,1,0,0
4376,"M",9,1,2,2,2,7,7,9,4,2,4,5,4,5,3,8,3,0.53,3,3,0,0,0
4377,"M",7,0,2,3,2,7,9,10,4,2,4,5,4,5,4,9,6,0.75,6,4,0,1,0
4378,"M",8,0,2,3,3,7,8,7,4,2,4,5,4,5,5,8,7,0.51,4,3,0,1,0
4379,"M",5,1,2,5,3,6,6,7,4,2,4,5,4,5,3,6,5,0.6,3,3,0,0,0
4380,"M",8,0,3,3,3,8,9,9,4,2,4,5,4,5,5,8,7,0.31,7,5,1,1,1
4381,"M",8,1,2,2,3,5,6,7,4,2,4,5,4,5,3,7,5,0.41,3,2,0,0,0
4382,"M",2,1,2,1,5,9,5,8,4,2,4,5,4,5,3,6,5,0.52,3,2,0,0,0
4383,"M",6,1,3,3,3,8,5,8,4,2,4,5,4,5,4,7,7,0.37,6,4,1,0,0
4384,"M",8,0,3,4,2,4,6,7,4,2,4,5,4,5,4,5,5,-0.39,3,3,0,0,0
4385,"M",10,0,4,3,3,8,8,9,4,2,4,5,4,5,9,8,8,0.23,8,7,1,1,1
4386,"M",10,1,3,2,4,9,6,8,4,2,4,5,4,5,7,7,6,0.73,6,4,1,0,0
4387,"M",11,0,2,2,2,5,6,7,4,2,4,5,4,5,4,8,6,0.6,3,3,0,1,0
4388,"M",11,1,2,2,5,6,7,7,4,2,4,5,4,5,3,6,5,0.42,4,4,0,1,0
4389,"M",9,1,3,3,3,7,6,9,4,2,4,5,4,5,8,6,6,0.46,6,5,0,1,0
4390,"M",1,0,1,3,3,1,7,9,3,3,2,6,9,7,6,8,10,-0.16,7,6,1,1,1
4391,"M",6,1,3,4,2,4,7,7,3,3,2,6,9,7,5,8,9,0.09,7,7,1,0,0
4392,"M",5,0,3,1,3,5,7,9,3,3,2,6,9,7,6,8,9,0.09,7,6,1,0,0
4393,"M",1,1,2,2,2,7,7,7,3,3,2,6,9,7,5,8,9,0.22,6,6,1,0,0
4394,"M",3,1,2,3,3,5,6,7,3,3,2,6,9,7,5,8,8,-0.3,6,7,1,0,0
4395,"M",3,0,3,2,4,5,7,9,3,3,2,6,9,7,6,6,7,0.3,6,5,1,0,0
4396,"M",2,0,1,4,3,4,5,9,3,3,2,6,9,7,5,8,8,0.43,6,5,1,0,0
4397,"M",2,0,2,2,2,6,8,8,3,3,2,6,9,7,6,7,7,0.46,6,5,1,0,0
4398,"M",0,1,2,3,2,6,7,9,3,3,2,6,9,7,6,8,8,0.47,6,7,1,1,1
4399,"M",1,1,2,3,3,4,8,8,3,3,2,6,9,7,6,8,7,0.3,6,6,1,1,1
4400,"M",2,0,2,5,3,7,8,8,3,3,2,6,9,7,5,9,10,0.62,5,7,1,0,0
4401,"M",1,0,3,3,3,4,10,10,3,3,2,6,9,7,5,8,10,-0.2,6,6,1,0,0
4402,"M",1,0,2,2,3,7,6,6,3,3,2,6,9,7,5,7,8,0.4,5,5,1,0,0
4403,"M",5,0,2,1,5,6,7,7,3,3,2,6,9,7,4,9,9,0.35,5,5,0,0,0
4404,"M",1,0,3,3,3,7,8,9,3,3,2,6,9,7,7,9,9,0.28,7,7,1,1,1
4405,"M",1,1,3,4,2,4,7,7,3,3,2,6,9,7,6,8,9,-0.12,7,7,1,0,0
4406,"M",3,0,4,3,3,5,8,9,3,3,2,6,9,7,9,9,9,0.4,8,7,1,0,0
4407,"M",3,0,3,2,4,7,8,9,3,3,2,6,9,7,6,8,8,0.35,7,7,1,1,1
4408,"M",4,1,2,2,2,4,5,8,3,3,2,6,9,7,6,8,8,0.38,7,5,1,0,0
4409,"M",4,0,2,2,5,4,7,6,3,3,2,6,9,7,5,7,8,0.33,6,5,1,0,0
4410,"M",2,0,3,3,3,5,6,10,3,3,2,6,9,7,7,7,8,-0.04,7,6,1,0,0
4411,"M",0,0,1,3,3,8,1,8,3,2,3,8,10,8,6,6,10,0.11,7,7,0,1,0
4412,"M",5,0,3,4,2,5,7,6,3,2,3,8,10,8,4,8,10,-0.04,8,6,1,0,0
4413,"M",6,0,3,1,3,8,7,5,3,2,3,8,10,8,5,7,10,0.16,5,4,0,0,0
4414,"M",2,0,2,2,2,6,7,7,3,2,3,8,10,8,5,8,10,-0.24,5,4,0,0,0
4415,"M",4,0,2,3,3,7,7,7,3,2,3,8,10,8,6,7,10,-0.23,6,5,1,0,0
4416,"M",4,0,3,2,4,7,7,7,3,2,3,8,10,8,9,7,10,0.42,8,7,1,0,0
4417,"M",3,0,1,4,3,9,10,9,3,2,3,8,10,8,7,8,9,0.33,9,7,1,1,1
4418,"M",3,0,2,2,2,7,7,8,3,2,3,8,10,8,7,9,9,0.32,5,4,0,0,0
4419,"M",1,0,2,3,2,8,8,8,3,2,3,8,10,8,5,9,10,0.24,7,6,0,1,0
4420,"M",2,0,2,3,3,6,6,6,3,2,3,8,10,8,5,7,9,0.28,5,4,0,0,0
4421,"M",1,0,2,5,3,10,9,9,3,2,3,8,10,8,10,10,10,0.48,5,5,0,0,0
4422,"M",2,1,3,3,3,10,8,9,3,2,3,8,10,8,6,10,10,-0.2,7,7,1,1,1
4423,"M",2,0,2,2,3,6,7,6,3,2,3,8,10,8,6,10,10,0.41,7,7,1,0,0
4424,"M",4,0,2,1,5,9,6,8,3,2,3,8,10,8,5,7,7,-0.01,4,4,0,0,0
4425,"M",0,0,3,3,3,6,7,8,3,2,3,8,10,8,7,8,10,0.53,7,8,1,1,1
4426,"M",2,0,3,4,2,5,5,6,3,2,3,8,10,8,5,7,10,-0.28,3,4,0,0,0
4427,"M",4,0,4,3,3,9,8,9,3,2,3,8,10,8,8,7,10,0.43,7,5,1,1,1
4428,"M",4,0,3,2,4,8,7,7,3,2,3,8,10,8,7,7,8,0.21,5,7,0,0,0
4429,"M",5,0,2,2,2,7,7,7,3,2,3,8,10,8,7,8,10,0.41,5,4,0,1,0
4430,"M",5,0,2,2,5,7,7,7,3,2,3,8,10,8,7,7,10,-0.24,7,7,0,1,0
4431,"M",3,0,3,3,3,6,8,8,3,2,3,8,10,8,6,6,10,-0.12,7,8,1,0,0
4432,"M",0,1,1,3,3,2,8,8,3,2,3,7,10,9,8,7,8,0.47,8,8,1,0,0
4433,"M",5,0,3,4,2,5,7,6,3,2,3,7,10,9,4,7,6,0.38,6,6,0,1,0
4434,"M",6,0,3,1,3,4,4,5,3,2,3,7,10,9,6,8,8,0.27,6,6,0,0,0
4435,"M",2,0,2,2,2,6,6,6,3,2,3,7,10,9,5,6,7,0.33,5,4,0,0,0
4436,"M",4,0,2,3,3,5,6,7,3,2,3,7,10,9,6,9,8,-0.11,6,5,0,0,0
4437,"M",4,0,3,2,4,3,5,5,3,2,3,7,10,9,7,6,7,0.26,6,7,0,0,0
4438,"M",3,0,1,4,3,6,7,9,3,2,3,7,10,9,5,7,8,0.08,6,7,0,1,0
4439,"M",3,0,2,2,2,6,6,7,3,2,3,7,10,9,5,6,5,0.37,4,4,0,0,0
4440,"M",1,0,2,3,2,7,7,8,3,2,3,7,10,9,3,8,6,0.4,4,5,0,1,0
4441,"M",2,0,2,3,3,7,6,7,3,2,3,7,10,9,5,7,6,0.69,5,5,0,0,0
4442,"M",1,0,2,5,3,8,8,8,3,2,3,7,10,9,3,7,8,0.31,3,4,0,0,0
4443,"M",2,0,3,3,3,9,9,9,3,2,3,7,10,9,4,8,8,0.22,6,6,0,0,0
4444,"M",2,0,2,2,3,3,7,6,3,2,3,7,10,9,5,7,6,0.05,5,5,0,0,0
4445,"M",4,0,2,1,5,6,8,8,3,2,3,7,10,9,4,4,5,0.72,3,3,0,0,0
4446,"M",0,0,3,3,3,4,5,4,3,2,3,7,10,9,6,6,7,0.29,5,5,0,0,0
4447,"M",2,0,3,4,2,4,7,6,3,2,3,7,10,9,7,7,6,0.09,6,6,0,0,0
4448,"M",4,1,4,3,3,7,8,9,3,2,3,7,10,9,9,9,8,0.06,8,7,1,1,1
4449,"M",4,0,3,2,4,8,6,7,3,2,3,7,10,9,8,8,6,0.24,7,6,1,0,0
4450,"M",5,0,2,2,2,6,5,5,3,2,3,7,10,9,6,6,7,0.31,5,4,0,1,0
4451,"M",5,0,2,2,5,6,7,6,3,2,3,7,10,9,8,6,7,0.29,7,7,1,1,1
4452,"M",3,0,3,3,3,6,6,6,3,2,3,7,10,9,7,6,8,0.47,7,7,1,0,0
4453,"F",3,1,2,2,2,9,9,9,3,3,4,9,10,7,4,9,9,0.03,9,6,0,1,0
4454,"F",2,0,3,3,3,10,10,10,3,3,4,9,10,7,7,8,9,0.46,7,3,0,0,0
4455,"F",5,0,3,2,3,7,7,8,3,3,4,9,10,7,5,5,6,0.21,4,2,0,0,0
4456,"F",1,1,6,3,2,6,7,8,3,3,4,9,10,7,6,6,6,-0.03,6,1,0,0,0
4457,"F",7,0,3,1,4,8,8,8,3,3,4,9,10,7,6,7,8,0.17,8,4,0,1,0
4458,"F",3,0,2,2,2,6,5,6,3,3,4,9,10,7,5,8,8,0.26,8,5,0,0,0
4459,"F",2,0,3,2,4,7,7,6,3,3,4,9,10,7,4,8,9,0.27,8,2,0,1,0
4460,"F",3,0,1,2,5,9,8,10,3,3,4,9,10,7,6,8,8,0.5,7,6,0,1,0
4461,"F",5,0,3,3,2,7,8,9,3,3,4,9,10,7,8,9,9,0.2,8,6,1,1,1
4462,"F",0,0,6,1,3,8,7,9,3,3,4,9,10,7,8,7,8,0.5,7,5,0,1,0
4463,"F",1,0,5,4,2,6,7,7,3,3,4,9,10,7,3,8,8,-0.25,7,2,0,1,0
4464,"F",4,0,3,3,3,10,9,9,3,3,4,9,10,7,2,7,8,-0.38,5,1,0,1,0
4465,"F",6,0,3,2,2,10,8,10,3,3,4,9,10,7,4,7,5,0.25,6,2,0,1,0
4466,"F",1,0,4,2,2,7,7,7,3,3,4,9,10,7,5,7,7,0.55,3,1,0,0,0
4467,"F",3,0,2,2,2,8,9,8,2,2,3,7,10,8,4,9,10,0.44,7,4,0,1,0
4468,"F",2,1,3,3,3,9,10,8,2,2,3,7,10,8,6,7,8,0.21,6,6,1,0,0
4469,"F",5,1,3,2,3,6,7,7,2,2,3,7,10,8,6,10,9,0.16,6,7,1,0,0
4470,"F",1,0,6,3,2,4,5,5,2,2,3,7,10,8,7,7,7,0.19,7,5,1,0,0
4471,"F",7,1,3,1,4,5,6,6,2,2,3,7,10,8,5,7,7,0.33,6,6,0,0,0
4472,"F",3,1,2,2,2,5,7,8,2,2,3,7,10,8,7,7,7,0.17,8,7,1,0,0
4473,"F",2,0,3,2,4,4,6,5,2,2,3,7,10,8,6,9,8,0.42,6,6,0,0,0
4474,"F",3,1,1,2,5,7,7,9,2,2,3,7,10,8,7,8,7,0.14,7,7,0,1,0
4475,"F",5,1,3,3,2,5,6,6,2,2,3,7,10,8,5,8,7,0.12,6,6,0,0,0
4476,"F",0,1,6,1,3,4,7,7,2,2,3,7,10,8,8,7,6,0.19,8,6,1,0,0
4477,"F",1,0,5,4,2,6,6,6,2,2,3,7,10,8,5,8,9,0.04,8,5,0,0,0
4478,"F",4,1,3,3,3,6,9,7,2,2,3,7,10,8,4,7,8,-0.02,5,6,0,0,0
4479,"F",6,1,3,2,2,5,7,7,2,2,3,7,10,8,5,8,9,0.35,7,5,0,0,0
4480,"F",1,1,4,2,2,4,5,6,2,2,3,7,10,8,7,7,7,0.31,6,6,1,0,0
4481,"F",1,0,2,2,2,7,8,8,2,3,4,8,9,6,5,6,5,0.01,3,1,0,1,0
4482,"F",4,1,3,3,3,8,10,10,2,3,4,8,9,6,7,9,8,0.53,6,1,0,0,0
4483,"F",3,1,3,2,3,6,8,8,2,3,4,8,9,6,6,5,5,0.55,2,1,0,0,0
4484,"F",1,0,6,3,2,5,5,7,2,3,4,8,9,6,7,6,6,-0.34,2,1,0,0,0
4485,"F",5,1,3,1,4,3,6,7,2,3,4,8,9,6,6,6,6,-0.06,6,5,0,0,0
4486,"F",1,1,2,2,2,3,6,9,2,3,4,8,9,6,8,9,8,0.08,8,1,1,0,0
4487,"F",4,0,3,2,4,4,6,6,2,3,4,8,9,6,5,6,5,0.12,2,1,0,0,0
4488,"F",1,1,1,2,5,7,8,8,2,3,4,8,9,6,7,8,8,0.27,6,5,1,0,0
4489,"F",3,1,3,3,2,6,8,8,2,3,4,8,9,6,9,8,8,0.24,8,8,1,1,1
4490,"F",2,1,6,1,3,5,10,9,2,3,4,8,9,6,8,8,10,0.14,8,7,1,1,1
4491,"F",1,0,5,4,2,4,5,7,2,3,4,8,9,6,5,5,5,-0.13,6,6,0,1,0
4492,"F",2,1,3,3,3,6,9,7,2,3,4,8,9,6,7,9,9,-0.17,6,8,1,1,1
4493,"F",8,1,3,2,2,5,8,8,2,3,4,8,9,6,5,5,5,-0.13,5,3,0,0,0
4494,"F",1,1,4,2,2,4,7,7,2,3,4,8,9,6,8,8,7,0.16,8,8,1,0,0
4495,"F",6,0,2,2,2,8,9,8,3,3,2,8,10,9,5,8,10,0.38,6,8,1,1,1
4496,"F",11,1,3,3,3,10,10,8,3,3,2,8,10,9,7,8,8,0.53,7,9,1,0,0
4497,"F",4,1,3,2,3,9,8,7,3,3,2,8,10,9,7,9,8,0.57,7,8,1,1,1
4498,"F",8,0,6,3,2,7,8,5,3,3,2,8,10,9,5,9,9,-0.06,5,8,0,1,0
4499,"F",2,1,3,1,4,7,5,5,3,3,2,8,10,9,5,5,5,0.14,5,7,0,0,0
4500,"F",6,1,2,2,2,6,7,6,3,3,2,8,10,9,5,7,7,-0.15,7,8,0,1,0
4501,"F",11,0,3,2,4,5,5,6,3,3,2,8,10,9,5,7,7,0.5,7,6,0,1,0
4502,"F",6,1,1,2,5,6,8,8,3,3,2,8,10,9,3,7,5,0.34,4,5,0,0,0
4503,"F",4,1,3,3,2,7,6,6,3,3,2,8,10,9,7,7,7,0.19,7,8,1,1,1
4504,"F",9,1,6,1,3,8,4,6,3,3,2,8,10,9,8,7,8,0.45,7,7,1,0,0
4505,"F",8,0,5,4,2,7,7,6,3,3,2,8,10,9,3,8,8,0.02,6,8,0,1,0
4506,"F",5,1,3,3,3,9,9,7,3,3,2,8,10,9,3,10,10,-0.36,7,10,1,1,1
4507,"F",15,1,3,2,2,6,10,7,3,3,2,8,10,9,3,7,7,0.47,4,7,0,0,0
4508,"F",8,1,4,2,2,6,7,7,3,3,2,8,10,9,4,7,7,0.28,6,8,0,0,0
4509,"F",5,0,2,2,2,9,8,9,2,4,3,7,10,9,6,8,8,0.31,6,6,0,1,0
4510,"F",10,1,3,3,3,8,10,8,2,4,3,7,10,9,7,9,9,0.65,8,7,1,0,0
4511,"F",3,1,3,2,3,7,7,7,2,4,3,7,10,9,7,8,7,0.5,7,7,0,0,0
4512,"F",7,0,6,3,2,5,6,6,2,4,3,7,10,9,8,9,9,0,9,7,1,0,0
4513,"F",1,1,3,1,4,5,7,7,2,4,3,7,10,9,8,9,9,0.24,8,7,1,0,0
4514,"F",5,1,2,2,2,4,6,7,2,4,3,7,10,9,8,8,8,-0.02,8,7,1,0,0
4515,"F",10,0,3,2,4,4,5,5,2,4,3,7,10,9,6,8,8,0.34,6,6,0,0,0
4516,"F",5,1,1,2,5,8,7,9,2,4,3,7,10,9,9,8,8,0.47,8,8,0,1,0
4517,"F",3,1,3,3,2,5,6,5,2,4,3,7,10,9,9,9,9,0.25,9,7,1,0,0
4518,"F",8,1,6,1,3,4,8,7,2,4,3,7,10,9,9,8,7,0.45,7,6,1,0,0
4519,"F",7,0,5,4,2,5,6,7,2,4,3,7,10,9,6,8,7,-0.07,6,6,0,1,0
4520,"F",4,1,3,3,3,7,8,8,2,4,3,7,10,9,6,7,7,-0.26,7,7,0,0,0
4521,"F",14,1,3,2,2,6,10,7,2,4,3,7,10,9,6,7,7,0.25,6,6,0,0,0
4522,"F",7,1,4,2,2,4,7,7,2,4,3,7,10,9,7,7,7,0.31,7,7,1,0,0
4523,"F",3,1,2,2,2,8,9,8,2,5,2,6,9,9,8,10,9,0.03,9,8,0,1,0
4524,"F",8,0,3,3,3,7,10,9,2,5,2,6,9,9,7,8,8,0.76,7,5,0,0,0
4525,"F",1,0,3,2,3,6,6,6,2,5,2,6,9,9,8,8,8,0.3,8,3,0,0,0
4526,"F",5,1,6,3,2,5,5,6,2,5,2,6,9,9,10,9,9,-0.17,9,8,1,0,0
4527,"F",1,0,3,1,4,5,7,8,2,5,2,6,9,9,8,9,9,0.4,8,7,1,0,0
4528,"F",3,0,2,2,2,4,7,7,2,5,2,6,9,9,8,9,9,0.25,8,6,1,0,0
4529,"F",8,0,3,2,4,6,6,5,2,5,2,6,9,9,8,8,9,0.26,8,7,0,0,0
4530,"F",3,0,1,2,5,7,9,9,2,5,2,6,9,9,7,10,7,0.76,8,6,0,1,0
4531,"F",1,0,3,3,2,5,8,7,2,5,2,6,9,9,10,10,10,0.59,9,8,1,1,1
4532,"F",6,0,6,1,3,5,8,8,2,5,2,6,9,9,8,9,9,0.62,9,8,0,0,0
4533,"F",5,0,5,4,2,4,7,8,2,5,2,6,9,9,7,10,9,0.33,7,6,0,1,0
4534,"F",2,0,3,3,3,7,9,8,2,5,2,6,9,9,7,8,8,-0.15,8,7,0,1,0
4535,"F",12,0,3,2,2,6,10,8,2,5,2,6,9,9,7,9,9,0.55,6,5,0,0,0
4536,"F",5,0,4,2,2,6,7,7,2,5,2,6,9,9,6,7,7,0.57,4,3,0,0,0
4537,"F",8,0,2,2,2,6,8,8,2,3,3,8,9,9,6,10,10,0.24,7,10,0,0,0
4538,"F",3,1,3,3,3,10,10,8,2,3,3,8,9,9,10,10,10,0.73,10,9,1,0,0
4539,"F",10,1,3,2,3,6,6,6,2,3,3,8,9,9,6,10,9,0.07,4,8,0,0,0
4540,"F",6,0,6,3,2,4,2,5,2,3,3,8,9,9,7,9,10,0.22,9,8,0,0,0
4541,"F",12,1,3,1,4,4,6,6,2,3,3,8,9,9,8,9,10,0.54,9,9,1,0,0
4542,"F",8,1,2,2,2,3,6,7,2,3,3,8,9,9,9,10,10,0.24,10,9,1,0,0
4543,"F",3,0,3,2,4,5,7,7,2,3,3,8,9,9,4,10,9,0.32,3,2,0,0,0
4544,"F",8,1,1,2,5,5,9,9,2,3,3,8,9,9,8,10,10,0.77,8,9,1,0,0
4545,"F",10,1,3,3,2,6,8,8,2,3,3,8,9,9,8,9,9,0.52,9,9,1,1,1
4546,"F",5,1,6,1,3,4,7,8,2,3,3,8,9,9,10,10,9,0.79,10,9,1,0,0
4547,"F",6,0,5,4,2,7,7,7,2,3,3,8,9,9,7,9,10,0.11,6,10,0,1,0
4548,"F",9,1,3,3,3,6,8,9,2,3,3,8,9,9,8,10,10,-0.03,9,9,1,1,1
4549,"F",1,1,3,2,2,9,4,5,2,3,3,8,9,9,8,10,9,0.64,8,8,0,0,0
4550,"F",6,1,4,2,2,4,7,7,2,3,3,8,9,9,9,10,8,0.66,7,9,0,0,0
4551,"F",7,0,2,2,2,7,9,8,3,3,3,9,9,8,5,8,6,0.31,5,5,0,0,0
4552,"F",2,1,3,3,3,8,10,10,3,3,3,9,9,8,6,10,7,0.65,6,5,1,1,1
4553,"F",9,1,3,2,3,8,7,7,3,3,3,9,9,8,3,7,7,0.31,2,2,0,1,0
4554,"F",5,0,6,3,2,6,6,7,3,3,3,9,9,8,7,9,8,0.17,7,6,1,1,1
4555,"F",11,1,3,1,4,6,6,8,3,3,3,9,9,8,5,8,6,0.36,3,4,0,0,0
4556,"F",7,1,2,2,2,5,8,9,3,3,3,9,9,8,7,8,7,0.26,8,6,1,0,0
4557,"F",2,0,3,2,4,7,7,7,3,3,3,9,9,8,7,7,6,0.48,5,4,0,1,0
4558,"F",7,1,1,2,5,5,8,8,3,3,3,9,9,8,5,6,6,0.54,5,4,0,0,0
4559,"F",9,1,3,3,2,5,6,8,3,3,3,9,9,8,6,7,6,0.36,7,5,0,0,0
4560,"F",4,1,6,1,3,4,10,10,3,3,3,9,9,8,9,8,8,0.67,8,5,1,0,0
4561,"F",5,0,5,4,2,7,7,7,3,3,3,9,9,8,5,10,10,0.15,6,6,1,0,0
4562,"F",8,1,3,3,3,5,6,7,3,3,3,9,9,8,5,10,6,-0.11,4,5,0,0,0
4563,"F",2,1,3,2,2,7,8,9,3,3,3,9,9,8,5,10,6,0.63,5,5,0,0,0
4564,"F",5,1,4,2,2,6,7,8,3,3,3,9,9,8,6,7,6,0.63,7,6,1,0,0
4565,"F",6,0,2,2,2,8,9,10,6,1,3,8,8,8,5,10,10,-0.23,5,7,0,0,0
4566,"F",11,1,3,3,3,5,4,4,6,1,3,8,8,8,4,8,9,-0.3,4,4,0,0,0
4567,"F",4,1,3,2,3,6,6,5,6,1,3,8,8,8,3,7,7,-0.62,2,5,0,0,0
4568,"F",8,0,6,3,2,4,0,2,6,1,3,8,8,8,7,7,9,0.24,7,8,1,0,0
4569,"F",2,1,3,1,4,6,4,4,6,1,3,8,8,8,10,10,10,-0.13,10,10,1,0,0
4570,"F",6,1,2,2,2,3,6,4,6,1,3,8,8,8,6,7,10,0.58,5,7,0,0,0
4571,"F",11,0,3,2,4,7,5,6,6,1,3,8,8,8,5,10,7,0.16,4,5,0,0,0
4572,"F",6,1,1,2,5,2,8,6,6,1,3,8,8,8,7,6,6,-0.13,7,8,1,0,0
4573,"F",4,1,3,3,2,4,5,6,6,1,3,8,8,8,7,6,6,0.1,7,6,1,0,0
4574,"F",9,1,6,1,3,4,7,8,6,1,3,8,8,8,7,7,10,0.12,6,6,0,0,0
